Branch Name,City,District,State / UN,Zone,Pincode,Location type PL
Purasawalkam,Chennai ,Chennai,Tamil Nadu,South,600082,Type A PL
T.Nagar,Chennai ,Chennai,Tamil Nadu,South,600017,Type A PL
Anna Nagar,Chennai ,Chennai,Tamil Nadu,South,600102,Type A PL
Alwarpet (Earlier Called As Nandanam),Chennai ,Chennai,Tamil Nadu,South,600018,Type A PL
Sowcarpet,Chennai ,Chennai,Tamil Nadu,South,600079,Type A PL
Besant Nagar,Chennai ,Chennai,Tamil Nadu,South,600090,Type A PL
Padianallur,Padianallur,Thiruvallur,Tamil Nadu,South,600052,Type A PL
Egmore,Chennai ,Chennai,Tamil Nadu,South,600008,Type A PL
Selaiyur,Selaiyur,Kancheepuram,Tamil Nadu,South,600073,Type A PL
Anna Salai-Chennai,Chennai ,Chennai,Tamil Nadu,South,600106,Type A PL
Alangudi,Alangudi,Pudukkottai,Tamil Nadu,South,622301,Type B PL
Amaravathipudur,Amaravathipudur,Sivaganga,Tamil Nadu,South,630301,Type B PL
Arantangi,Aranthangi,Pudukkottai,Tamil Nadu,South,614616,Negative Location
Athikaddu Thekkur,Athikaddu Thekkur,Sivaganga,Tamil Nadu,South,630201,Type B PL
Attur,Attur,Salem,Tamil Nadu,South,636102,Type B PL
Avinipatti,Avinipatti,Sivaganga,Tamil Nadu,South,630205,Type B PL
Bhuvanagiri,Bhuvanagiri,Cuddalore,Tamil Nadu,South,608601,Type A PL
Mill Road,Coimbatore,Coimbatore,Tamil Nadu,South,641001,Type A PL
Devakottai,Devakottai,Sivaganga,Tamil Nadu,South,630302,Negative Location
Dharapuram,Dharapuram,Erode,Tamil Nadu,South,638656,Type A PL
Dharmapuri,Dharmapuri,Dharmapuri,Tamil Nadu,South,636701,Type B PL
Dindigul,Dindigul,Dindigul,Tamil Nadu,South,624001,Type A PL
Elathur,Elathur,Tirunelveli,Tamil Nadu,South,628803,Type B PL
Eriyur,Eriyur,Sivaganga,Tamil Nadu,South,630566,Type B PL
Erode,Erode,Erode,Tamil Nadu,South,638001,Type A PL
Idappadi,Idappadi,Salem,Tamil Nadu,South,637105,Type A PL
Kallal,Kallal,Sivaganga,Tamil Nadu,South,630305,Type B PL
Kancheepuram,Kancheepuram,Kancheepuram,Tamil Nadu,South,631502,Type A PL
Kandanur,Kandanur,Sivaganga,Tamil Nadu,South,630104,Type B PL
Kandavarayanpatti,Kandavarayanpatti,Sivaganga,Tamil Nadu,South,630203,Type B PL
Karaikudi Main ,Karaikudi,Sivaganga,Tamil Nadu,South,630001,Type A PL
Karaikudi - College Rd.,Karaikudi,Sivaganga,Tamil Nadu,South,630002,Type A PL
Karur,Karur,Karur,Tamil Nadu,South,639001,Type A PL
Keeranur,Keeranur,Pudukkottai,Tamil Nadu,South,622502,Type B PL
Kodumudi,Kodumudi,Erode,Tamil Nadu,South,638151,Type B PL
Konapet,Konapet,Pudukkottai,Tamil Nadu,South,622503,Type B PL
Konerirajapuram,Konerirajapuram,Nagapattinam,Tamil Nadu,South,612201,Type B PL
Kothamangalam,"Kothamangalam, Tamil Nadu",Sivaganga,Tamil Nadu,South,630105,Type B PL
Kottaiyur,Kottaiyur,Sivaganga,Tamil Nadu,South,630106,Type B PL
Kulipirai,Kulipirai,Pudukkottai,Tamil Nadu,South,622402,Type B PL
"Via Kaliar Kovil, Kumaravelur",Kumaravelur,Sivaganga,Tamil Nadu,South,630411,Type B PL
Kumbakonam,Kumbakonam,Thanjavur,Tamil Nadu,South,612001,Type B PL
Koppanapatti,Koppanapatti,Pudukkottai,Tamil Nadu,South,622401,Type B PL
Komaratchi ,Komaratchi,Cuddalore,Tamil Nadu,South,608302,Type B PL
Muraiyur,Muraiyur,Sivaganga,Tamil Nadu,South,630505,Type B PL
Melasivapuri,Melasivapuri,Pudukkottai,Tamil Nadu,South,622403,Type B PL
Mannargudi,Mannargudi,Thiruvarur,Tamil Nadu,South,614001,Type B PL
Mayiladuthurai,Mayiladuthurai,Nagapattinam,Tamil Nadu,South,609001,Negative Location
Mahipalanpatti,Mahipalanpatti,Sivaganga,Tamil Nadu,South,630217,Type B PL
Melapavoor,Melapavoor,Tirunelveli,Tamil Nadu,South,627806,Type B PL
Mellur,Mellur,Madurai,Tamil Nadu,South,625106,Type A PL
Muthupet,Muthupet,Thiruvarur,Tamil Nadu,South,614704,Type B PL
Nachandupatti,Nachandupatti,Pudukkottai,Tamil Nadu,South,622404,Type B PL
Nagapattinam,Nagapattinam,Nagapattinam,Tamil Nadu,South,611001,Type A PL
Nagercoil,Nagercoil,Kanyakumari,Tamil Nadu,South,629002,Type A PL
Nattarasankottai,Nattarasankottai,Sivaganga,Tamil Nadu,South,630556,Negative Location
Neyveli-3,Neyveli,Cuddalore,Tamil Nadu,South,607803,Type B PL
Nemathanpatti,Nemathanpatti,Sivaganga,Tamil Nadu,South,630103,Type A PL
Oyyakandan Siruvayal,Oyyakandan Siruvayal,Sivaganga,Tamil Nadu,South,630208,Type B PL
Orathur,Orathur,Cuddalore,Tamil Nadu,South,608201,Type B PL
Pillamanklam Alagapuri,Pillamanklam Alagapuri,Pudukkottai,Tamil Nadu,South,630205,Type B PL
Paganeri,Paganeri,Sivaganga,Tamil Nadu,South,630558,Type A PL
Palavangudi,Palavangudi,Sivaganga,Tamil Nadu,South,630208,Type A PL
Palani,Palani,Dindigul,Tamil Nadu,South,624601,Type B PL
Panayapatti,Panayapatti,Pudukkottai,Tamil Nadu,South,622406,Type B PL
Paramakudi,Paramakudi,Ramanathapuram,Tamil Nadu,South,623707,Type B PL
Pattamadi,Pattamadi,Tirunelveli,Tamil Nadu,South,627453,Type B PL
Pattukottai,Pattukottai,Thanjavur,Tamil Nadu,South,614601,Type B PL
Pennadam,Pennadam,Cuddalore,Tamil Nadu,South,606105,Type B PL
Peralam,Peralam,Thiruvarur,Tamil Nadu,South,609405,Type A PL
Pollachi,Pollachi,Coimbatore,Tamil Nadu,South,642002,Type B PL
Ponnamaravathy,Ponnamaravathy,Pudukkottai,Tamil Nadu,South,622408,Type B PL
Pudukottai,Pudukottai,Pudukkottai,Tamil Nadu,South,622001,Type B PL
Rajapalayam,Rajapalayam,Virudhunagar,Tamil Nadu,South,623501,Type A PL
Ramanathapuram,Ramanathapuram,Ramanathapuram,Tamil Nadu,South,623501,Negative Location
Rangiem,Rangiem,Pudukkottai,Tamil Nadu,South,622409,Type B PL
Rayavaram,Rayavaram,Pudukkottai,Tamil Nadu,South,622506,Type B PL
Swarnambigai Plaza ,Salem,Salem,Tamil Nadu,South,636009,Type A PL
Samayanallur,Samayanallur,Madurai,Tamil Nadu,South,625402,Type B PL
Vadipatti,"Vadipatti, Madurai Dist",Madurai,Tamil Nadu,South,625218,Type A PL
Singampunari,Singampunari,Sivaganga,Tamil Nadu,South,630502,Type A PL
Sivaganga,Sivaganga,Sivaganga,Tamil Nadu,South,630561,Type A PL
Srirangam,Srirangam,Tiruchirapalli,Tamil Nadu,South,620006,Type A PL
Sundarapandipuram,Sundarapandipuram,Tirunelveli,Tamil Nadu,South,627858,Type B PL
S. Sokkanathapuram,S. Sokkanathapuram,Sivaganga,Tamil Nadu,South,630411,Type B PL
Tanjore,Tanjore,Thanjavur,Tamil Nadu,South,613007,Type A PL
Tenkasi,Tenkasi,Tirunelveli,Tamil Nadu,South,627081,Type B PL
Tindivanam,Tindivanam,Villupuram,Tamil Nadu,South,604001,Type B PL
Trichy Main,Trichy,Tiruchirapalli,Tamil Nadu,South,620002,Type A PL
Thillai Nagar,Trichy,Tiruchirapalli,Tamil Nadu,South,620018,Type A PL
Tirunelveli Junction,Tirunelveli,Tirunelveli,Tamil Nadu,South,627001,Type A PL
Tirupattur,Tirupattur,Vellore,Tamil Nadu,South,635601,Type B PL
Tirupattur,Tirupattur,Sivaganga,Tamil Nadu,South,630211,Type A PL
Tuticorin,Tuticorin,Tuticorin,Tamil Nadu,South,628002,Type A PL
Vadakkankulam,Vadakkankulam,Tirunelveli,Tamil Nadu,South,627116,Type B PL
Vellore,Vellore,Vellore,Tamil Nadu,South,632001,Type A PL
Vettaikaranpudur,Vettaikaranpudur,Coimbatore,Tamil Nadu,South,642129,Type B PL
Virapandianpatnam,Tiruchendur,Tuticorin,Tamil Nadu,South,628216,Type B PL
Chatrapatti,Chatrapatti,Dindigul,Tamil Nadu,South,624614,Type B PL
Nagamalai Pudukottai,Nagamalai Pudukottai,Madurai,Tamil Nadu,South,625019,Type A PL
Cuddalore,Cuddalore,Cuddalore,Tamil Nadu,South,607003,Type A PL
Tiruvalam,Tiruvalam,Vellore,Tamil Nadu,South,632515,Type A PL
Chidambaram,Chidambaram,Cuddalore,Tamil Nadu,South,608001,Type A PL
Ram Nagar,Coimbatore,Coimbatore,Tamil Nadu,South,641009,Type A PL
Kayalpattinam,Kayalpattinam,Tuticorin,Tamil Nadu,South,628204,Type B PL
Tiruppur,Tiruppur,Coimbatore,Tamil Nadu,South,641603,Type A PL
Athikkadai,Athikkadai,Thiruvarur,Tamil Nadu,South,613702,Type A PL
Puliyur,Puliyur,Karur,Tamil Nadu,South,639114,Type A PL
Virachilai,Virachilai,Pudukkottai,Tamil Nadu,South,622412,Type B PL
Yembal,Yembal,Pudukkottai,Tamil Nadu,South,622204,Type B PL
Valuthoor,Valoothoor,Thanjavur,Tamil Nadu,South,614210,Type B PL
Reddiarchatram,Reddiarchatram,Dindigul,Tamil Nadu,South,624622,Type B PL
Kavalkinaru,Kavalkinaru,Tirunelveli,Tamil Nadu,South,627105,Type A PL
Mallikapuram,Mallikapuram,Namakkal,Tamil Nadu,South,637213,Type B PL
Pulankurichi,Pulankurichi,Sivaganga,Tamil Nadu,South,630413,Type B PL
Panaikulam,Panaikulam,Ramanathapuram,Tamil Nadu,South,623522,Type B PL
Devipattinam,Devipattinam,Ramanathapuram,Tamil Nadu,South,623414,Type B PL
Sivakasi,Sivakasi,Virudhunagar,Tamil Nadu,South,626123,Type A PL
Ravanasamudram,Ravanasamudram,Tirunelveli,Tamil Nadu,South,627424,Type A PL
Alavakottai,Alavakotti,Sivaganga,Tamil Nadu,South,630553,Type B PL
Kadaladi,Kadaladi,Tiruvannamalai,Tamil Nadu,South,606908,Type A PL
Devikapuram,Devikapuram,Tiruvannamalai,Tamil Nadu,South,606902,Type B PL
Avinangudi,Avinangudi,Cuddalore,Tamil Nadu,South,606112,Type B PL
Poolampatti,Poolampatti,Salem,Tamil Nadu,South,637107,Type B PL
Melanikuli Kudikadu,Melanikuli Kudikadu,Ariyalur,Tamil Nadu,South,612903,Type B PL
Vellalore,Vellalur,Madurai,Tamil Nadu,South,625109,Type A PL
Vanavasi,Vanavasi,Salem,Tamil Nadu,South,636457,Type A PL
Tirumangalam,Tirumangalam,Madurai,Tamil Nadu,South,625706,Type A PL
Thottipatti,Thottipatti,Tiruchirapalli,Tamil Nadu,South,621305,Type B PL
Kottaipattinam,Kottaipattinam,Pudukkottai,Tamil Nadu,South,614619,Type B PL
Porto Novo,Portonova,Cuddalore,Tamil Nadu,South,608502,Type B PL
Virudhachalam,Virudhachalam,Cuddalore,Tamil Nadu,South,606001,Type B PL
 Vaniyambadi,Vaniyambadi,Vellore,Tamil Nadu,South,635751,Type B PL
Ramapattinam,Ramapattinam,Coimbatore,Tamil Nadu,South,642005,Type A PL
Thiruvannamalai,Thiruvannamalai,Tiruvannamalai,Tamil Nadu,South,606601,Type B PL
Vellanur,Vellanur,Pudukkottai,Tamil Nadu,South,622501,Type B PL
Pavithram,Pavithram,Tiruvannamalai,Tamil Nadu,South,606806,Type B PL
Peddur ,Peddur,Vellore,Tamil Nadu,South,635701,Type B PL
Siruvachoor,Siruvachoor,Perambalur,Tamil Nadu,South,621113,Type B PL
Cantonment,Trichy,Tiruchirapalli,Tamil Nadu,South,620001,Type A PL
Keelavalaru,Keelavalaru,Madurai,Tamil Nadu,South,625102,Type A PL
Malaiyur,Malaiyur,Pudukkottai,Tamil Nadu,South,622301,Type A PL
Vemandampalayam,Vemandampalayam,Erode,Tamil Nadu,South,638462,Type B PL
Karaiyur,Karaiyur,Pudukkottai,Tamil Nadu,South,622002,Type B PL
Kollidam,Kollidam,Nagapattinam,Tamil Nadu,South,609102,Type A PL
Annamalai Nagar,Chidambaram,Cuddalore,Tamil Nadu,South,608002,Type A PL
Villupuram,Villupuram,Villupuram,Tamil Nadu,South,605602,Type B PL
Thriumuruganpoondi,Thriumuruganpoondi,Coimbatore,Tamil Nadu,South,641652,Type A PL
Udumalpet,Udumalpet,Coimbatore,Tamil Nadu,South,642126,Type B PL
Periyakulam,Periyakulam,Theni,Tamil Nadu,South,642001,Type B PL
Namakkal,Namakkal,Namakkal,Tamil Nadu,South,637001,Type A PL
Theni,Theni,Theni,Tamil Nadu,South,625531,Type B PL
Sathyamangalam,Sathyamangalam,Erode,Tamil Nadu,South,638402,Type B PL
Koothanallur,Koothanallur,Thiruvarur,Tamil Nadu,South,614101,Type A PL
Lalpet,Lalpet,Cuddalore,Tamil Nadu,South,608303,Type B PL
Indira Gandhi Square - Pondicherry,Pondicherry,Pondicherry,Pondicherry,South,605005,Type A PL
Fort,Mumbai,Mumbai,Maharashtra,West,400001,Type A PL
"Matunga, Mumbai",Mumbai,Mumbai,Maharashtra,West,400019,Type A PL
Mulund,Mumbai,Mumbai,Maharashtra,West,400080,Type A PL
Chembur,Mumbai,Mumbai,Maharashtra,West,400070,Type A PL
Bhandarkar Road,Pune,Pune,Maharashtra,West,411004,Type A PL
Ramdaspeth,Nagpur,Nagpur,Maharashtra,West,440010,Type A PL
Maningar,Ahmedabad,Ahmedabad,Gujarat,West,380008,Type A PL
Vadodara,Vadodara,Vadodara,Gujarat,West,390015,Type A PL
Ring Road,Surat,Surat,Gujarat,West,395002,Type A PL
Kalawad Road,Rajkot,Rajkot,Gujarat,West,360001,Type A PL
Bangalore Main,Bangalore,Bangalore Urban,Karnataka,South,560002,Type A PL
"Infantry Road, Bangalore",Bangalore,Bangalore Urban,Karnataka,South,560001,Type A PL
Kumara Park,Bangalore,Bangalore Urban,Karnataka,South,560001,Type A PL
Chamarajpet,Bangalore,Bangalore Urban,Karnataka,South,560018,Type A PL
Mysore,Mysore,Mysore,Karnataka,South,570024,Type A PL
Patna,Patna,Patna,Bihar,East,800001,Type A PL
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,Kerala,South,695001,Type A PL
Ernakulam-Edapally,Kochi,Ernakulam,Kerala,South,682024,Type A PL
Kozhikode,Kozhikode,Kozhikode,Kerala,South,673001,Type A PL
Kollam,Kollam,Kollam,Kerala,South,691008,Type A PL
Kottayam,Kottayam,Kottayam,Kerala,South,686002,Type A PL
Thiruvalla,Thiruvalla,Pathanamthitta,Kerala,South,689107,Type A PL
Changanacherry,Changanacherry,Kottayam,Kerala,South,686101,Type B PL
Kumbanad,Kumbanad,Pathanamthitta,Kerala,South,689547,Type B PL
Bhowanipore,Kolkata,Kolkata,West Bengal,East,700020,Type A PL
V.K. Road,Kolkata,Kolkata,West Bengal,East,700007,Type A PL
Gariahat,Kolkata,Kolkata,West Bengal,East,700029,Type A PL
Burra Bazar ,Kolkata,Kolkata,West Bengal,East,700070,Type A PL
Howrah,Haora,Haora,West Bengal,East,711101,Type A PL
Lucknow,Lucknow,Lucknow,Uttar Pradesh,North,226001,Type A PL
Allahabad,Allahabad,Allahabad,Uttar Pradesh,North,211001,Type A PL
Varanasi,Varanasi,Varanasi,Uttar Pradesh,North,221001,Type A PL
Noida - Sector 50,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,201301,Type A PL
Meerut,Meerut,Meerut,Uttar Pradesh,North,250001,Type A PL
Ghaziabad,Ghaziabad,Ghaziabad,Uttar Pradesh,North,201001,Type A PL
Agra,Agra,Agra,Uttar Pradesh,North,282002,Type A PL
Kanpur,Kanpur,Kanpur Nagar,Uttar Pradesh,North,208001,Type A PL
Karol Bagh,New Delhi,Delhi,Delhi,North,110005,Type A PL
Chandni Chowk,New Delhi,Delhi,Delhi,North,110006,Type A PL
Rajouri Garden,New Delhi,Delhi,Delhi,North,110027,Type A PL
Nehru Place,New Delhi,Delhi,Delhi,North,110019,Type A PL
Sadar Bazar,New Delhi,Delhi,Delhi,North,110006,Type A PL
Vikaspuri,New Delhi,Delhi,Delhi,North,110018,Type A PL
"Mayur Vihar, New Delhi",New Delhi,Delhi,Delhi,North,110091,Type A PL
Rohini,New Delhi,Delhi,Delhi,North,110085,Type A PL
Defence Colony,New Delhi,Delhi,Delhi,North,110024,Type A PL
Vishal Enclave,New Delhi,Delhi,Delhi,North,110027,Type A PL
Faridabad Main,Faridabad,Faridabad,Haryana,North,121001,Type A PL
Hyderabad Main,Hyderabad,Hyderabad,Telangana,South,500029,Type A PL
Vijaywada,Vijaywada,Krishna,Andhra Pradesh,South,520010,Type A PL
Guntur,Guntur,Guntur,Andhra Pradesh,South,522002,Type A PL
Secunderabad Main,Hyderabad,Hyderabad,Telangana,South,500009,Type A PL
Tirupathi,Tirupathi,Chittoor,Andhra Pradesh,South,517501,Type A PL
Nellore,Nellore,Nellore,Andhra Pradesh,South,524001,Type A PL
Kukatpally,Kukatpally,Rangareddy,Telangana,South,500072,Type A PL
Eluru,Eluru,West Godavari,Andhra Pradesh,South,534002,Type B PL
Rajahmundry,Rajahmundry,East Godavari,Andhra Pradesh,South,533101,Type A PL
"Visakhapatnam Main, Mvp Sector Iv",Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,530017,Type A PL
Ludhiana,Ludhiana,Ludhiana,Punjab,North,141002,Type A PL
Phagwara,Phagwara,Kapurthala,Punjab,North,144401,Type A PL
Chandigarh,Chandigarh,Chandigarh,Chandigarh,North,160022,Type A PL
Cuttack,Cuttack,Cuttack,Orissa,East,753001,Type A PL
Guwahati,Guwahati,Kamrup,Assam,East,781005,Type A PL
Karunagapally,Karunagapally,Kollam,Kerala,South,690518,Negative Location
"Arya Kumar Road, Patna",Patna,Patna,Bihar,East,800016,Type A PL
Ranchi (Jharkhand),Ranchi,Ranchi,Jharkhand,East,834008,Type A PL
"Marine Drive, Kochi",Kochi,Ernakulam,Kerala,South,682031,Type A PL
Ambala Cantt. Branch  ,Ambala Cantt.,Ambala,Haryana,North,133001,Type A PL
Shimla,Shimla,Shimla,Himachal Pradesh,North,171001,Type A PL
Darjeeling,Darjeeling,Darjiling,West Bengal,East,734101,Type B PL
Alathiyur,Alathiyur,Ariyalur,Tamil Nadu,South,621730,Type A PL
Kavathe Mahankal,Kawathe Mahankal,Sangli,Maharashtra,West,416405,Type B PL
Ichhalkaranji-(Main),Ichalkaranji,Kolhapur,Maharashtra,West,416115,Type A PL
"Subhash Road, Kolhapur",Kolhapur,Kolhapur,Maharashtra,West,416002,Type A PL
Ankalkhop,Ankalkhop,Sangli,Maharashtra,West,416316,Type A PL
Haripur,Haripur,Sangli,Maharashtra,West,416416,Type A PL
Salgare,Salgare,Sangli,Maharashtra,West,416418,Type A PL
Kavalapur,Kavalapur,Sangli,Maharashtra,West,416306,Type A PL
Jaysingpur,Jaysingpur,Kolhapur,Maharashtra,West,416101,Type A PL
Kumbhoj,Kumbhoj,Kolhapur,Maharashtra,West,416111,Type A PL
Kurundwad,Kurundwad,Kolhapur,Maharashtra,West,416106,Type B PL
Kuditre,Kuditre,Kolhapur,Maharashtra,West,416204,Type B PL
Ramanandnagar,Ramanandnagar,Sangli,Maharashtra,West,416308,Type A PL
Budhagaon,Budhagaon,Sangli,Maharashtra,West,416304,Type A PL
Wategaon,Wategaon,Sangli,Maharashtra,West,415410,Type A PL
Takali,Takali,Kolhapur,Maharashtra,West,416108,Type A PL
Rethare Harnax,Rethare Harnax,Sangli,Maharashtra,West,415302,Type A PL
Kargani,Kargani,Sangli,Maharashtra,West,415306,Type B PL
Dighanchi,Dighanchi,Sangli,Maharashtra,West,415315,Type B PL
Mangaon,Mangaon,Kolhapur,Maharashtra,West,416136,Type A PL
Udgaon,Udgaon,Kolhapur,Maharashtra,West,416134,Type A PL
Billur,Billur,Sangli,Maharashtra,West,416418,Type A PL
Manerajuri,Manerajuri,Sangli,Maharashtra,West,416408,Type A PL
Savalaj,Savalaj,Sangli,Maharashtra,West,416311,Type B PL
Vasagade,Vasagade,Sangli,Maharashtra,West,416416,Type A PL
Krvathepiran,Kavathepiran,Sangli,Maharashtra,West,416417,Type B PL
Borgaon(Bahe),Borgaon,Sangli,Maharashtra,West,415413,Type A PL
Tung,Tung,Sangli,Maharashtra,West,416322,Type A PL
Borgaon (Tasgaon),Borgaon(Tasgaon),Sangli,Maharashtra,West,416312,Type B PL
Dhamni,Dhamni,Sangli,Maharashtra,West,416416,Type A PL
Bedag,Bedag,Sangli,Maharashtra,West,416421,Type A PL
Bahubali,Bahubali,Kolhapur,Maharashtra,West,416110,Type A PL
Kolhapur-Mangalwar Peth,Kolhapur,Kolhapur,Maharashtra,West,416012,Type A PL
Rendal,Rendal,Kolhapur,Maharashtra,West,416203,Type A PL
Shiradwad,Shiradwad,Kolhapur,Maharashtra,West,416115,Type A PL
Bramhanandnagar,Bramhanandanagar,Sangli,Maharashtra,West,416303,Type A PL
Tasgaon,Tasgaon,Sangli,Maharashtra,West,416312,Type A PL
Umrani,Umarani,Sangli,Maharashtra,West,416404,Type A PL
Bagani.,Bagani,Sangli,Maharashtra,West,416302,Type A PL
Tikundi,Tikundi,Sangli,Maharashtra,West,416412,Type A PL
Bazar Bhogaon,Bazar Bhogaon,Kolhapur,Maharashtra,West,416205,Type A PL
Narwad,Narwad,Sangli,Maharashtra,West,416409,Type B PL
Kotoli,Kothali,Kolhapur,Maharashtra,West,416230,Type A PL
Ganeshwadi,Ganeshwadi,Kolhapur,Maharashtra,West,416105,Type B PL
Ghotavade,Ghotavade(Panhala Tah.),Kolhapur,Maharashtra,West,416230,Type A PL
"Gandhinagar ,Kolhapur","Gandhinagar, Maharashtra",Kolhapur,Maharashtra,West,416119,Type A PL
Jath,Jath,Sangli,Maharashtra,West,416404,Type B PL
Vita,Vita,Sangli,Maharashtra,West,415311,Type A PL
Bombay-Girgaum,Mumbai,Mumbai,Maharashtra,West,400004,Type A PL
Bombay- Dadar,Mumbai,Mumbai,Maharashtra,West,400028,Type A PL
Bombay-Santacruz(E),Mumbai,Mumbai,Maharashtra,West,400029,Type A PL
Bombay-Vile Parle,Mumbai,Mumbai,Maharashtra,West,400056,Type A PL
Bombay-Malad(E),Mumbai,Mumbai,Maharashtra,West,400097,Type A PL
Dasgaon,Dasgaon,Raigad,Maharashtra,West,402102,Type B PL
Mahad,Mahad,Raigad,Maharashtra,West,402301,Type B PL
Bombay-Chembur,Mumbai,Mumbai,Maharashtra,West,400089,Type A PL
Kotawade,Kotawade,Ratnagiri,Maharashtra,West,415617,Type B PL
"Kalbadevi, Mumbai",Mumbai,Mumbai,Maharashtra,West,400002,Type A PL
Bombay-Andheri(East),Mumbai,Mumbai,Maharashtra,West,400069,Type A PL
Malegaon,Malegaon,Nasik,Maharashtra,West,411018,Type A PL
Bombay-Mahim,Mumbai,Mumbai,Maharashtra,West,400016,Type A PL
Morba,Morba,Raigad,Maharashtra,West,402117,Type B PL
Alore,Alore,Ratnagiri,Maharashtra,West,415603,Type B PL
Khed,Khed,Ratnagiri,Maharashtra,West,415709,Type B PL
Bombay-Goregaon(W),Mumbai,Mumbai,Maharashtra,West,400062,Type A PL
Warandh,Warandh,Raigad,Maharashtra,West,402306,Type B PL
Jvpd Branch,Mumbai,Mumbai,Maharashtra,West,400056,Type A PL
Bombay-Andheri(E) Sakinaka,Mumbai,Mumbai,Maharashtra,West,400072,Type A PL
Chiplun,Chiplun,Ratnagiri,Maharashtra,West,415605,Negative Location
Mangalwedha,Mangalwedha,Solapur,Maharashtra,West,413305,Type B PL
Pune-Raviwarpeth,Pune,Pune,Maharashtra,West,411002,Type A PL
Pune-Sadashivpeth,Pune,Pune,Maharashtra,West,411030,Type A PL
Phaltan,Phaltan,Satara,Maharashtra,West,415523,Type B PL
Talegaon Dabhade,Talegaon Dabhade,Pune,Maharashtra,West,410506,Type A PL
Wai,Wai,Satara,Maharashtra,West,412803,Negative Location
Ahmednagar,Ahmadnagar,Ahmadnagar,Maharashtra,West,414003,Type A PL
Mahuli Kshetra,Kshetra Mahuli,Satara,Maharashtra,West,415003,Type B PL
Satara,Satara,Satara,Maharashtra,West,415001,Type A PL
Pune-Erandvana,Pune,Pune,Maharashtra,West,411004,Type A PL
Barad,Barad,Satara,Maharashtra,West,415523,Type A PL
Dhule,Dhule,Dhule,Maharashtra,West,424001,Type A PL
Nanded,Nanded,Nanded,Maharashtra,West,431601,Type B PL
Bavada,Bavada,Pune,Maharashtra,West,413103,Type B PL
Parbhani,Parbhani,Parbhani,Maharashtra,West,431401,Type B PL
Jalna,Jalna,Jalna,Maharashtra,West,431203,Type A PL
Pandharpur,Pandharpur,Solapur,Maharashtra,West,413304,Type B PL
Nazare,Nazare,Solapur,Maharashtra,West,413308,Type B PL
Pawarwadi(Asu),Pawarwadi,Satara,Maharashtra,West,415523,Type B PL
Siddheshwar Kuroli,Siddheshwarkuroli,Satara,Maharashtra,West,415527,Type A PL
Vadgaon(Haveli),Vadgaon(Haveli),Satara,Maharashtra,West,415124,Negative Location
Gheradi,Gheradi,Solapur,Maharashtra,West,413309,Type B PL
Bahul,Bahul,Pune,Maharashtra,West,410501,Type B PL
Adarki Budruk,Adarki Budruk,Satara,Maharashtra,West,415523,Type B PL
Kukkudwad,Kukkudwad,Satara,Maharashtra,West,415509,Type B PL
Kenjal,Kenjal,Satara,Maharashtra,West,415536,Type B PL
"Camp, Pune",Pune,Pune,Maharashtra,West,411001,Type A PL
Jawala,Jawala,Ahmadnagar,Maharashtra,West,413201,Type B PL
Malthan,Malthan,Pune,Maharashtra,West,412218,Type A PL
"Paud Road, Pune",Pune,Pune,Maharashtra,West,411038,Type A PL
Akluj,Akluj,Solapur,Maharashtra,West,413101,Negative Location
Belgaum-Shahapur,Belgaum,Belgaum,Karnataka,South,590003,Type A PL
Rabkavi,Rabkavi Banhatti,Bagalkote,Karnataka,South,587314,Type B PL
Shirhatti,Shirahatti,Gadag,Karnataka,South,582120,Type A PL
Terdal,Terdal,Bagalkote,Karnataka,South,587315,Type B PL
Ugar Khurd,Ugar Khurd,Belgaum,Karnataka,South,591316,Type B PL
Nipani,Nipani,Belgaum,Karnataka,South,591237,Type B PL
Athni,Athani,Belgaum,Karnataka,South,591304,Type B PL
Bijapur,Bijapur,Bijapur,Karnataka,South,586101,Type B PL
Ilkal,Ilkal,Bagalkote,Karnataka,South,587125,Negative Location
Tikota,Tikota,Bijapur,Karnataka,South,586130,Type B PL
Amingad,Amingad,Bagalkote,Karnataka,South,587112,Type B PL
Bhoj,Bhoj,Belgaum,Karnataka,South,591263,Type A PL
Chinchali,Chinchali,Belgaum,Karnataka,South,591217,Type B PL
Jamkhandi,Jamkhandi,Bagalkote,Karnataka,South,587301,Type B PL
Galatga,Galatga,Belgaum,Karnataka,South,591219,Type A PL
Borgaon,Borgaon,Belgaum,Karnataka,South,591216,Type A PL
Examba,Examba,Belgaum,Karnataka,South,591244,Type A PL
Guledgudd,Guledagudda,Bagalkote,Karnataka,South,587203,Type B PL
Gadag,Gadag-Betigeri,Gadag,Karnataka,South,582102,Type A PL
Gokak,Gokak,Belgaum,Karnataka,South,591307,Negative Location
Soundatti ,Saundatti,Belgaum,Karnataka,South,591126,Type A PL
Bailhongal,Bailhongal,Belgaum,Karnataka,South,591192,Type B PL
Nizamabad,Nizamabad,Nizamabad,Telangana,South,503001,Negative Location
Sangli-Main Branch,Sangli-Miraj-Kupwad,Sangli,Maharashtra,West,416416,Type A PL
Sangli-Vishram Baug,Sangli-Miraj-Kupwad,Sangli,Maharashtra,West,416415,Type A PL
